class,binSpecies,sex,n_dead,rms,ks_D,ndims,external_hazard,n_flags,flags
Aves,Trachyphonus erythrocephalus,f,108,0.03355,0.06915,4,,0,ok
Aves,Spilopelia senegalensis,m,60,0.01945,0.05581,4,,1,low_n_dead=60
Mammalia,Capra hircus,m,6294,0.06941,0.16587,5,8.151,1,high_makeham_h=0.00029/d
Mammalia,Macaca sylvanus,m,261,0.03462,0.04662,4,,0,ok
Mammalia,Tragelaphus strepsiceros,m,768,0.01928,0.04663,4,,0,ok
Aves,Aptenodytes patagonicus,f,223,0.02422,0.03346,4,,0,ok
Aves,Leucopsar rothschildi,m,876,0.01619,0.0205,4,,0,ok
Aves,Cairina moschata,f,129,0.0234,0.03325,4,,0,ok
Mammalia,Acrobates pygmaeus,m,170,0.02949,0.05779,4,,0,ok
Mammalia,Equus asinus,m,214,0.02608,0.03993,4,,0,ok
Aves,Anas platyrhynchos,f,590,0.01215,0.02819,4,,0,ok
Aves,Anthropoides virgo,m,142,0.02806,0.02499,4,,0,ok
Mammalia,Macrotis lagotis,f,55,0.02771,0.05943,4,,1,low_n_dead=55
Reptilia,Phelsuma klemmeri,f,92,0.05863,0.10842,4,,1,low_n_dead=92
Aves,Callipepla californica,f,81,0.02416,0.06701,4,,1,low_n_dead=81
Aves,Spilopelia senegalensis,f,59,0.0391,0.0482,4,,1,low_n_dead=59
Mammalia,Dasyprocta leporina,m,403,0.02198,0.0519,4,,0,ok
Mammalia,Dendrolagus matschiei,f,111,0.02183,0.03358,4,,0,ok
Aves,Padda oryzivora,f,71,0.0321,0.06792,4,,1,low_n_dead=71
Mammalia,Capra falconeri,f,819,0.01905,0.04013,4,,0,ok
Mammalia,Leopardus pardalis,f,208,0.04109,0.08167,4,,0,ok
Mammalia,Oryctolagus cuniculus,m,946,0.0164,0.03203,4,,0,ok
Aves,Rhea americana,m,498,0.01415,0.03156,4,,0,ok
Mammalia,Sus scrofa,f,1359,0.04489,0.09231,4,,1,infant_spike_frac=0.29
Aves,Goura cristata,m,90,0.04335,0.06275,4,,1,low_n_dead=90
Reptilia,Podocnemis unifilis,m,75,0.02388,0.03607,4,,1,low_n_dead=75
Aves,Tragopan satyra,f,149,0.01826,0.03829,4,,0,ok
Aves,Neochmia ruficauda,m,50,0.02741,0.04401,4,,1,low_n_dead=50
Mammalia,Cavia porcellus,m,656,0.01253,0.02533,4,,0,ok
Mammalia,Tapirus terrestris,f,315,0.01673,0.02391,4,,0,ok
Aves,Apteryx mantelli,m,68,0.02971,0.05892,4,,1,low_n_dead=68
Aves,Anser cygnoid,m,181,0.02062,0.02564,4,,0,ok
Mammalia,Mesocricetus auratus,m,67,0.03026,0.05629,4,,1,low_n_dead=67
Amphibia,Dendrobates tinctorius,m,534,0.00898,0.01603,4,,0,ok
Aves,Ptilinopus pulchellus,f,101,0.02525,0.05773,4,,0,ok
Aves,Geronticus eremita,f,736,0.00977,0.02423,4,,0,ok
Mammalia,Hydrochoerus hydrochaeris,f,1722,0.02564,0.03632,4,,0,ok
Aves,Spatula discors,m,184,0.01732,0.05044,4,,0,ok
Aves,Ptilinopus regina,m,54,0.04458,0.09198,4,,1,low_n_dead=54
Mammalia,Galago moholi,f,116,0.03705,0.07174,4,,0,ok
Mammalia,Cavia magna,m,104,0.02728,0.04875,4,,1,bimodal_BC=0.588
Aves,Afropavo congensis,m,266,0.02402,0.04378,4,,0,ok
Mammalia,Pteronura brasiliensis,m,69,0.04871,0.08162,5,8.671,1,low_n_dead=69
Reptilia,Chilabothrus angulifer,m,55,0.02296,0.04351,4,,1,low_n_dead=55
Mammalia,Petaurus norfolcensis,m,49,0.04546,0.06972,4,,1,low_n_dead=49
Aves,Colius striatus,m,232,0.0105,0.02296,4,,0,ok
Aves,Somateria mollissima,m,425,0.01125,0.02683,4,,0,ok
Aves,Geotrygon versicolor,f,59,0.02527,0.05869,4,,1,low_n_dead=59
Mammalia,Ailurus fulgens,m,735,0.00946,0.02859,4,,0,ok
Mammalia,Tupaia belangeri,f,263,0.0255,0.05026,4,,0,ok
Aves,Cacatua leadbeateri,f,48,0.03737,0.12752,4,,2,low_n_dead=48; infant_spike_frac=0.29
Reptilia,Sauromalus ater,m,79,0.02009,0.05937,4,,1,low_n_dead=79
Aves,Mergus merganser,f,109,0.02784,0.05504,4,,0,ok
Mammalia,Axis porcinus,m,382,0.01869,0.0357,4,,0,ok
Aves,Nesoenas mayeri,f,234,0.01253,0.02687,4,,0,ok
Aves,Vanellus spinosus,m,112,0.02437,0.06446,4,,0,ok
Aves,Lophophorus impejanus,f,202,0.02741,0.03875,4,,0,ok
Reptilia,Chamaeleo calyptratus,f,341,0.00953,0.02314,4,,0,ok
Mammalia,Capra ibex,m,412,0.03926,0.08216,4,,0,ok
Mammalia,Prionailurus viverrinus,m,234,0.03343,0.07217,4,,0,ok
Mammalia,Otocolobus manul,m,268,0.03937,0.0926,4,,0,ok
Aves,Gallus gallus,f,3198,0.00511,0.0143,4,,0,ok
Mammalia,Tragelaphus spekii,m,1016,0.01621,0.02806,4,,0,ok
Mammalia,Ctenodactylus gundi,f,242,0.01323,0.0314,4,,0,ok
Mammalia,Lynx lynx,m,397,0.0424,0.0929,4,,0,ok
Aves,Struthio camelus,f,722,0.01032,0.01915,4,,2,bimodal_BC=0.813; hazard_bathtub=0.49
Aves,Spatula hottentota,f,220,0.01419,0.03184,4,,0,ok
Aves,Vanellus spinosus,f,128,0.02231,0.06254,4,,0,ok
Mammalia,Felis chaus,f,134,0.0301,0.06661,4,,0,ok
Reptilia,Sceloporus serrifer,f,95,0.01972,0.03859,4,,1,low_n_dead=95
Mammalia,Caracal caracal,f,206,0.02313,0.02905,4,,0,ok
Mammalia,Aonyx cinereus,m,841,0.01436,0.02643,4,,0,ok
Mammalia,Pygathrix nemaeus,m,114,0.03438,0.05665,4,,0,ok
Aves,Sarcoramphus papa,m,58,0.02665,0.05139,4,,1,low_n_dead=58
Aves,Eos bornea,f,51,0.02754,0.06357,4,,1,low_n_dead=51
Aves,Psitteuteles goldiei,m,85,0.03648,0.0493,4,,1,low_n_dead=85
Reptilia,Pogona vitticeps,f,397,0.01583,0.03187,4,,0,ok
Reptilia,Trioceros jacksonii,m,128,0.01617,0.03804,4,,0,ok
Reptilia,Tiliqua scincoides,m,66,0.03216,0.06023,4,,1,low_n_dead=66
Reptilia,Basiliscus plumifrons,m,322,0.00854,0.02316,4,,0,ok
Reptilia,Chilabothrus angulifer,f,87,0.02227,0.03654,4,,1,low_n_dead=87
Aves,Musophaga violacea,m,163,0.03057,0.0511,4,,0,ok
Reptilia,Heloderma horridum,f,68,0.04512,0.03156,4,,1,low_n_dead=68
Aves,Podargus strigoides,f,178,0.01295,0.03677,4,,0,ok
Aves,Anser rossii,m,62,0.03783,0.05615,4,,1,low_n_dead=62
Mammalia,Pithecia pithecia,f,327,0.02165,0.03456,4,,0,ok
Aves,Pteroglossus viridis,m,140,0.03778,0.07079,4,,0,ok
Mammalia,Pteronura brasiliensis,f,47,0.03391,0.09154,5,9.119,2,low_n_dead=47; infant_spike_frac=0.30
Mammalia,Dama mesopotamica,f,188,0.0317,0.09167,4,,0,ok
Aves,Lophura swinhoii,m,141,0.01656,0.03845,4,,0,ok
Mammalia,Equus quagga,f,1382,0.02631,0.04827,4,,0,ok
Mammalia,Connochaetes gnou,f,246,0.03309,0.06019,4,,0,ok
Mammalia,Camelus bactrianus,m,463,0.02511,0.04607,4,,0,ok
Aves,Pauxi pauxi,m,69,0.03398,0.06315,4,,1,low_n_dead=69
Aves,Irena puella,m,173,0.02684,0.05561,4,,0,ok
Mammalia,Mandrillus leucophaeus,f,46,0.04015,0.07851,4,,1,low_n_dead=46
Aves,Taeniopygia guttata,m,262,0.01913,0.03972,4,,0,ok
Mammalia,Saimiri sciureus,m,981,0.01861,0.03004,4,,0,ok
Aves,Melopsittacus undulatus,m,953,0.01453,0.02193,4,,0,ok
Mammalia,Capra sibirica,m,253,0.04102,0.07736,4,,0,ok
Aves,Crossoptilon crossoptilon,m,75,0.02612,0.05524,4,,1,low_n_dead=75
Aves,Lophura nycthemera,f,181,0.02538,0.07127,4,,0,ok
Aves,Columba guinea,m,136,0.0268,0.04471,4,,0,ok
Aves,Anas georgica,f,84,0.03019,0.04574,4,,1,low_n_dead=84
Aves,Phoenicopterus chilensis,m,325,0.03097,0.03617,4,,0,ok
Reptilia,Varanus komodoensis,f,93,0.02436,0.0614,4,,1,low_n_dead=93
Aves,Tockus erythrorhynchus,f,108,0.03111,0.05107,4,,0,ok
Mammalia,Gorilla gorilla,f,163,0.02517,0.01852,5,10.628,0,ok
Mammalia,Panthera onca,m,323,0.02809,0.06254,4,,0,ok
Mammalia,Bettongia penicillata,f,394,0.01128,0.01841,4,,0,ok
Mammalia,Connochaetes taurinus,f,639,0.0156,0.0285,4,,0,ok
Reptilia,Furcifer pardalis,f,357,0.01796,0.04077,4,,0,ok
Mammalia,Nanger dama,m,902,0.02013,0.03107,4,,0,ok
Mammalia,Papio papio,m,166,0.04163,0.0831,4,,0,ok
Reptilia,Chlamydosaurus kingii,m,113,0.01498,0.033,4,,0,ok
Aves,Agapornis fischeri,f,62,0.04581,0.06965,4,,1,low_n_dead=62
Mammalia,Saguinus bicolor,f,166,0.02134,0.03602,4,,0,ok
Mammalia,Artibeus jamaicensis,f,109,0.03356,0.05976,4,,0,ok
Mammalia,Gazella leptoceros,f,379,0.00991,0.02165,4,,0,ok
Mammalia,Capra ibex,f,510,0.0136,0.02153,4,,0,ok
Aves,Otus scops,m,57,0.04945,0.04026,5,8.378,2,low_n_dead=57; high_makeham_h=0.00023/d
Mammalia,Felis silvestris,f,332,0.02685,0.05139,4,,0,ok
Mammalia,Tragelaphus imberbis,m,341,0.03763,0.06128,4,,0,ok
Aves,Scissirostrum dubium,m,214,0.02328,0.03371,4,,0,ok
Aves,Urocolius macrourus,m,93,0.02363,0.03518,4,,1,low_n_dead=93
Mammalia,Canis rufus,m,227,0.02785,0.07191,4,,0,ok
Aves,Ciconia abdimii,f,114,0.0312,0.04174,4,,0,ok
Mammalia,Eulemur rubriventer,f,47,0.03592,0.0438,4,,1,low_n_dead=47
Mammalia,Myrmecophaga tridactyla,m,123,0.02414,0.08937,5,9.346,1,infant_spike_frac=0.22
Mammalia,Rangifer tarandus,m,1305,0.03282,0.06781,4,,0,ok
Aves,Coracias garrulus,f,50,0.02351,0.03087,4,,1,low_n_dead=50
Mammalia,Pteropus vampyrus,m,125,0.0458,0.07895,4,,0,ok
Aves,Cygnus melancoryphus,m,296,0.02848,0.05566,4,,0,ok
Aves,Phoenicopterus chilensis,f,325,0.02439,0.03319,4,,0,ok
Mammalia,Oryx dammah,f,1471,0.02578,0.05112,4,,0,ok
Aves,Polihierax semitorquatus,f,98,0.02213,0.04657,4,,1,low_n_dead=98
Mammalia,Micromys minutus,f,135,0.02267,0.03201,4,,0,ok
Aves,Lophura edwardsi,f,309,0.02068,0.04318,4,,0,ok
Mammalia,Macaca fascicularis,f,254,0.01715,0.0373,4,,0,ok
Mammalia,Phacochoerus africanus,f,246,0.04668,0.09358,4,,0,ok
Mammalia,Neofelis nebulosa,m,257,0.0312,0.05714,4,,0,ok
Aves,Ptilinopus melanospilus,f,166,0.02319,0.04077,4,,0,ok
Amphibia,Anaxyrus baxteri,m,449,0.00838,0.02007,4,,0,ok
Aves,Lamprotornis iris,m,65,0.02642,0.05602,4,,1,low_n_dead=65
Mammalia,Naemorhedus griseus,f,97,0.04455,0.06133,4,,1,low_n_dead=97
Aves,Anodorhynchus hyacinthinus,m,98,0.02849,0.05917,4,,1,low_n_dead=98
Aves,Psophia crepitans,f,129,0.01808,0.03744,4,,0,ok
Mammalia,Oryx beisa,m,184,0.02286,0.04395,4,,0,ok
Aves,Tragopan temminckii,m,250,0.01477,0.03728,4,,0,ok
Aves,Spatula versicolor,f,43,0.04153,0.07819,4,,1,low_n_dead=43
Mammalia,Vulpes lagopus,m,234,0.03119,0.05267,4,,0,ok
Mammalia,Rusa unicolor,f,219,0.02058,0.02297,4,,0,ok
Mammalia,Eudorcas thomsonii,m,602,0.02219,0.0353,4,,0,ok
Aves,Alopochen aegyptiaca,m,227,0.01393,0.0301,4,,0,ok
Aves,Anas castanea,f,229,0.02101,0.02804,4,,0,ok
Aves,Cossypha niveicapilla,f,129,0.01713,0.03539,4,,0,ok
Mammalia,Cervus nippon,m,1231,0.01149,0.01855,4,,0,ok
Mammalia,Equus grevyi,m,435,0.03555,0.05679,4,,0,ok
Aves,Urocissa erythrorhyncha,m,97,0.0233,0.03377,4,,1,low_n_dead=97
Mammalia,Choeropsis liberiensis,f,155,0.02319,0.04536,4,,0,ok
Aves,Lagonosticta senegala,m,68,0.03468,0.07702,4,,1,low_n_dead=68
Mammalia,Pithecia pithecia,m,389,0.03288,0.04748,4,,0,ok
Aves,Vanellus armatus,f,101,0.02627,0.05198,4,,0,ok
Aves,Panurus biarmicus,f,66,0.0237,0.03423,4,,1,low_n_dead=66
Mammalia,Pteropus lylei,f,148,0.02504,0.03086,4,,0,ok
Aves,Milvus migrans,f,99,0.02862,0.07262,4,,1,low_n_dead=99
Mammalia,Ctenodactylus gundi,m,261,0.01285,0.02711,4,,0,ok
Aves,Recurvirostra avosetta,m,378,0.03436,0.05518,4,,0,ok
Mammalia,Rattus rattus,f,67,0.04962,0.07587,4,,1,low_n_dead=67
Aves,Caloenas nicobarica,f,469,0.02424,0.03201,4,,0,ok
Mammalia,Macaca silenus,f,323,0.02152,0.0414,4,,0,ok
Mammalia,Lutra lutra,f,211,0.03498,0.07992,4,,0,ok
Mammalia,Otocyon megalotis,m,90,0.03471,0.06645,4,,1,low_n_dead=90
Aves,Plegadis ridgwayi,m,57,0.01979,0.05276,5,9.087,1,low_n_dead=57
Aves,Marmaronetta angustirostris,m,417,0.02829,0.03509,4,,0,ok
Aves,Anas bernieri,m,168,0.0342,0.05402,4,,0,ok
Mammalia,Trachypithecus auratus,f,220,0.00943,0.02334,4,,0,ok
Aves,Anthropoides virgo,f,134,0.02914,0.06739,4,,0,ok
Mammalia,Cercopithecus diana,m,142,0.04272,0.06347,4,,0,ok
Aves,Coturnix chinensis,f,385,0.01251,0.03039,4,,0,ok
Mammalia,Pudu puda,m,360,0.02096,0.03288,4,,0,ok
Aves,Margaroperdix madagarensis,m,52,0.03665,0.07898,4,,1,low_n_dead=52
Mammalia,Tremarctos ornatus,m,117,0.0494,0.08855,4,,0,ok
Aves,Ramphastos toco,m,168,0.01438,0.02102,4,,0,ok
Aves,Spatula clypeata,m,243,0.01768,0.03533,4,,1,bimodal_BC=0.923
Aves,Tauraco erythrolophus,f,155,0.02234,0.03805,4,,0,ok
Mammalia,Papio papio,f,185,0.03502,0.08133,4,,0,ok
Aves,Anser caerulescens,m,137,0.02333,0.04275,4,,0,ok
Aves,Phasianus colchicus,m,266,0.01996,0.03389,4,,0,ok
Mammalia,Panthera tigris,f,1914,0.02648,0.04682,4,,0,ok
Aves,Dendrocygna arborea,m,119,0.02537,0.03564,4,,0,ok
Aves,Eolophus roseicapilla,m,105,0.03253,0.05057,4,,0,ok
Aves,Diopsittaca nobilis,f,68,0.02872,0.04988,4,,1,low_n_dead=68
Aves,Eudyptes chrysocome,f,116,0.01873,0.06345,5,9.87,1,infant_spike_frac=0.27
Aves,Lophotibis cristata,m,53,0.05856,0.07512,5,7.877,2,low_n_dead=53; high_makeham_h=0.00038/d
Aves,Tadorna ferruginea,f,227,0.02941,0.04473,4,,0,ok
Mammalia,Macaca fuscata,f,532,0.01229,0.01712,4,,0,ok
Aves,Phoenicopterus roseus,m,381,0.037,0.02592,4,,0,ok
Mammalia,Odocoileus virginianus,f,600,0.02247,0.04535,4,,0,ok
Amphibia,Ambystoma mexicanum,m,146,0.0153,0.03485,4,,0,ok
Mammalia,Hippotragus equinus,m,310,0.02972,0.04258,4,,0,ok
Reptilia,Bothriechis schlegelii,m,210,0.01114,0.02566,4,,0,ok
Mammalia,Hyaena hyaena,m,75,0.02754,0.04135,4,,1,low_n_dead=75
Mammalia,Mungos mungo,f,418,0.0195,0.02831,4,,0,ok
Mammalia,Varecia variegata,m,789,0.0071,0.01133,4,,0,ok
Mammalia,Melursus ursinus,m,63,0.02185,0.03995,4,,1,low_n_dead=63
Aves,Platalea alba,f,123,0.02709,0.03413,4,,0,ok
Mammalia,Nycticebus pygmaeus,m,154,0.01818,0.04336,4,,0,ok
Aves,Pterorhinus courtoisi,f,113,0.02649,0.04642,4,,0,ok
Aves,Anas laysanensis,f,291,0.02417,0.03863,4,,0,ok
Aves,Ara militaris,m,137,0.03708,0.03567,4,,0,ok
Mammalia,Phoca vitulina,m,181,0.03022,0.04614,4,,0,ok
Mammalia,Lemniscomys barbarus,f,86,0.01519,0.03468,4,,1,low_n_dead=86
Mammalia,Arctocephalus pusillus,m,61,0.04186,0.06794,4,,1,low_n_dead=61
Mammalia,Addax nasomaculatus,f,1041,0.02348,0.04161,4,,0,ok
Mammalia,Tragulus javanicus,f,273,0.01309,0.02057,4,,0,ok
Aves,Serinus canaria,f,79,0.02833,0.02756,4,,1,low_n_dead=79
Mammalia,Rousettus aegyptiacus,f,406,0.02187,0.03548,4,,0,ok
Mammalia,Vulpes velox,f,59,0.03106,0.05361,4,,1,low_n_dead=59
Aves,Chrysolophus amherstiae,f,186,0.01851,0.0386,4,,0,ok
Aves,Oxyura leucocephala,m,141,0.03438,0.03258,5,8.631,0,ok
Aves,Catreus wallichii,f,99,0.01782,0.0383,4,,1,low_n_dead=99
Mammalia,Ceratotherium simum,m,100,0.04315,0.09689,4,,0,ok
Aves,Dendrocygna autumnalis,m,133,0.02109,0.04257,4,,0,ok
Aves,Phasianus colchicus,f,323,0.02999,0.0376,4,,0,ok
Aves,Lamprotornis superbus,f,373,0.02481,0.03844,4,,0,ok
Mammalia,Petaurus breviceps,m,412,0.01704,0.0335,4,,0,ok
Aves,Aratinga solstitialis,m,419,0.01842,0.02507,4,,0,ok
Mammalia,Desmodus rotundus,f,248,0.02282,0.04173,4,,0,ok
Mammalia,Litocranius walleri,m,302,0.01795,0.04265,4,,0,ok
Aves,Neochen jubata,f,82,0.0277,0.04719,4,,1,low_n_dead=82
Aves,Anodorhynchus hyacinthinus,f,96,0.03205,0.04987,4,,1,low_n_dead=96
Mammalia,Dasyurus maculatus,f,78,0.02938,0.06713,4,,1,low_n_dead=78
Reptilia,Pantherophis obsoletus,f,90,0.02589,0.04202,4,,1,low_n_dead=90
Aves,Branta ruficollis,f,356,0.01242,0.02436,4,,0,ok
Mammalia,Antilocapra americana,m,299,0.01766,0.0378,4,,0,ok
Mammalia,Damaliscus pygargus,m,510,0.02468,0.05437,4,,0,ok
Aves,Falco biarmicus,m,45,0.038,0.13622,5,9.677,2,low_n_dead=45; infant_spike_frac=0.47
Aves,Margaroperdix madagarensis,f,88,0.01754,0.0292,4,,1,low_n_dead=88
Aves,Lophura nycthemera,m,176,0.01723,0.03612,4,,0,ok
Aves,Platalea leucorodia,f,184,0.03097,0.03014,4,,0,ok
Mammalia,Hyaena hyaena,f,98,0.02112,0.04763,4,,1,low_n_dead=98
Aves,Platalea ajaja,m,394,0.01183,0.02682,4,,0,ok
Mammalia,Lontra canadensis,m,139,0.04777,0.0811,4,,0,ok
Mammalia,Eidolon helvum,f,156,0.02925,0.04584,4,,0,ok
Mammalia,Nasua nasua,f,962,0.01845,0.03753,4,,0,ok
Mammalia,Saguinus imperator,f,643,0.00785,0.01526,4,,0,ok
Aves,Spatula puna,f,110,0.03972,0.05652,4,,0,ok
Aves,Cairina moschata,m,106,0.01481,0.03299,4,,0,ok
Amphibia,Dyscophus antongilii,f,155,0.0127,0.02997,4,,0,ok
Aves,Eudocimus ruber,m,1267,0.00805,0.01875,4,,0,ok
Aves,Pelecanus onocrotalus,f,245,0.01589,0.02074,4,,0,ok
Reptilia,Pituophis melanoleucus,m,56,0.02525,0.03901,4,,1,low_n_dead=56
Aves,Leucopsar rothschildi,f,873,0.01253,0.01272,4,,0,ok
Mammalia,Tursiops truncatus,f,36,0.02326,0.04079,4,,1,low_n_dead=36
Aves,Neophema chrysogaster,m,391,0.01735,0.02837,4,,0,ok
Aves,Trichoglossus haematodus,m,391,0.00925,0.02669,4,,0,ok
Mammalia,Heterocephalus glaber,f,274,0.01153,0.02073,4,,0,ok
Mammalia,Myocastor coypus,m,443,0.04264,0.08654,4,,0,ok
Aves,Platalea leucorodia,m,167,0.02083,0.03278,4,,0,ok
Aves,Lamprotornis regius,m,129,0.04876,0.07879,4,,0,ok
Aves,Aythya baeri,m,135,0.02799,0.05053,4,,0,ok
Mammalia,Antilope cervicapra,f,2600,0.01221,0.01878,4,,0,ok
Aves,Neophema splendida,f,176,0.01718,0.0277,4,,0,ok
Mammalia,Panthera pardus,m,763,0.03321,0.07045,4,,0,ok
Reptilia,Boa constrictor,m,272,0.01403,0.03191,4,,0,ok
Reptilia,Python regius,m,93,0.0342,0.05949,4,,1,low_n_dead=93
Mammalia,Aotus griseimembra,m,88,0.02244,0.04637,4,,1,low_n_dead=88
Aves,Aythya fuligula,f,172,0.02212,0.03613,4,,0,ok
Mammalia,Acinonyx jubatus,f,1389,0.0139,0.02424,4,,0,ok
Aves,Eolophus roseicapilla,f,106,0.02041,0.04015,4,,0,ok
Aves,Ramphiculus jambu,m,106,0.03299,0.06338,4,,0,ok
Mammalia,Oryx gazella,m,435,0.04301,0.07714,4,,1,infant_spike_frac=0.23
Aves,Grus japonensis,m,136,0.02179,0.06819,5,9.936,1,infant_spike_frac=0.29
Mammalia,Hylobates lar,m,207,0.03119,0.0391,4,,0,ok
Aves,Streptopelia turtur,f,94,0.02714,0.03849,4,,1,low_n_dead=94
Aves,Aythya novaeseelandiae,m,54,0.03803,0.05995,4,,1,low_n_dead=54
Reptilia,Pantherophis guttatus,f,215,0.01534,0.03195,4,,0,ok
Aves,Parabuteo unicinctus,m,132,0.04145,0.04198,4,,0,ok
Mammalia,Pachyuromys duprasi,f,86,0.01476,0.03189,4,,1,low_n_dead=86
Aves,Anas capensis,f,222,0.01954,0.06112,4,,0,ok
Aves,Todiramphus cinnamominus,f,178,0.01843,0.0392,4,,0,ok
Reptilia,Shinisaurus crocodilurus,m,122,0.02004,0.03355,4,,0,ok
Mammalia,Eulemur macaco,f,208,0.0168,0.03651,4,,0,ok
Aves,Cardinalis cardinalis,m,55,0.07122,0.07803,5,7.978,2,low_n_dead=55; high_makeham_h=0.00034/d
Aves,Pygoscelis papua,f,451,0.03863,0.0591,4,,0,ok
Aves,Tockus deckeni,f,138,0.03429,0.055,4,,0,ok
Mammalia,Tayassu pecari,f,72,0.03272,0.06211,4,,2,low_n_dead=72; infant_spike_frac=0.24
Mammalia,Mustela sibirica,m,82,0.02211,0.05413,4,,1,low_n_dead=82
Mammalia,Myrmecophaga tridactyla,f,137,0.03952,0.08406,4,,0,ok
Mammalia,Potorous tridactylus,f,156,0.01953,0.04153,4,,0,ok
Mammalia,Alouatta caraya,f,152,0.02629,0.04421,4,,0,ok
Mammalia,Tragelaphus eurycerus,m,525,0.0093,0.01926,4,,0,ok
Reptilia,Python molurus,f,53,0.04037,0.04284,4,,1,low_n_dead=53
Mammalia,Axis porcinus,f,321,0.02107,0.03268,4,,0,ok
Mammalia,Hippopotamus amphibius,f,169,0.04512,0.08889,4,,0,ok
Reptilia,Lygodactylus williamsi,m,143,0.0272,0.03332,4,,0,ok
Aves,Anser erythropus,f,81,0.02911,0.05489,4,,1,low_n_dead=81
Aves,Mergus squamatus,f,62,0.04468,0.0563,4,,1,low_n_dead=62
Aves,Cygnus atratus,m,334,0.01492,0.02687,4,,0,ok
Aves,Gallicolumba crinigera,m,152,0.02026,0.04437,4,,0,ok
Aves,Pitta sordida,f,164,0.01549,0.03006,4,,0,ok
Mammalia,Ateles fusciceps,f,144,0.0258,0.05126,4,,0,ok
Aves,Burhinus grallarius,m,65,0.03405,0.05852,4,,1,low_n_dead=65
Aves,Ptilinopus superbus,f,115,0.0246,0.0421,4,,0,ok
Mammalia,Pachyuromys duprasi,m,85,0.01478,0.0358,4,,1,low_n_dead=85
Mammalia,Oreamnos americanus,m,185,0.02722,0.05713,4,,0,ok
Mammalia,Tamiops swinhoei,f,77,0.02417,0.04318,4,,1,low_n_dead=77
Mammalia,Ovibos moschatus,f,207,0.03555,0.05689,4,,0,ok
Mammalia,Macaca sylvanus,f,279,0.01388,0.02892,4,,0,ok
Mammalia,Leontopithecus chrysomelas,m,542,0.02314,0.04535,4,,0,ok
Aves,Spheniscus magellanicus,m,137,0.03981,0.04956,4,,0,ok
Mammalia,Acomys cahirinus,m,165,0.032,0.05414,4,,0,ok
Mammalia,Puma concolor,f,375,0.03632,0.07239,4,,0,ok
Reptilia,Heloderma suspectum,m,57,0.04129,0.05019,4,,1,low_n_dead=57
Mammalia,Petrogale penicillata,f,81,0.03329,0.05849,4,,1,low_n_dead=81
Mammalia,Kerodon rupestris,m,230,0.0383,0.06774,4,,0,ok
Aves,Cygnus buccinator,f,89,0.02124,0.0409,4,,1,low_n_dead=89
Mammalia,Canis lupus,f,2026,0.03547,0.07164,4,,0,ok
Aves,Fratercula arctica,m,78,0.02405,0.04738,4,,1,low_n_dead=78
Aves,Neophema chrysogaster,f,404,0.01223,0.02301,4,,0,ok
Mammalia,Elaphurus davidianus,f,780,0.03229,0.0608,4,,0,ok
Aves,Ara ararauna,m,226,0.07423,0.01787,5,10.149,0,ok
Aves,Burhinus oedicnemus,m,61,0.02504,0.04689,4,,1,low_n_dead=61
Aves,Oxyura vittata,f,60,0.05663,0.09385,5,7.731,2,low_n_dead=60; high_makeham_h=0.00044/d
Aves,Vanellus miles,m,148,0.01452,0.0321,4,,0,ok
Aves,Balearica pavonina,f,81,0.02151,0.0495,4,,1,low_n_dead=81
Aves,Coscoroba coscoroba,m,123,0.02477,0.04931,4,,0,ok
Aves,Copsychus malabaricus,m,278,0.02541,0.05106,4,,0,ok
Mammalia,Vulpes vulpes,m,120,0.03549,0.08245,4,,0,ok
Mammalia,Macaca nemestrina,m,86,0.02683,0.04163,4,,1,low_n_dead=86
Reptilia,Erpeton tentaculatum,f,130,0.02255,0.05087,4,,0,ok
Mammalia,Hystrix cristata,m,89,0.02244,0.04347,4,,1,low_n_dead=89
Chondrichthyes,Hemiscyllium ocellatum,f,42,0.01936,0.05101,5,8.337,2,low_n_dead=42; high_makeham_h=0.00024/d
Mammalia,Eudorcas thomsonii,f,724,0.03012,0.05233,4,,0,ok
Mammalia,Tapirus indicus,f,146,0.01773,0.04099,4,,0,ok
Reptilia,Bitis rhinoceros,f,96,0.033,0.08101,4,,1,low_n_dead=96
Mammalia,Nycticebus pygmaeus,f,175,0.02665,0.04291,4,,0,ok
Aves,Nesoenas mayeri,m,219,0.01573,0.02882,4,,0,ok
Aves,Ramphiculus jambu,f,93,0.0215,0.03135,4,,2,low_n_dead=93; bimodal_BC=0.836
Aves,Lophura edwardsi,m,294,0.03901,0.07336,4,,0,ok
Mammalia,Rupicapra rupicapra,f,155,0.0186,0.0308,4,,0,ok
Mammalia,Bubalus bubalis,f,190,0.0347,0.07964,4,,0,ok
Aves,Bucephala albeola,m,83,0.03363,0.04806,4,,1,low_n_dead=83
Aves,Recurvirostra avosetta,f,368,0.02655,0.05226,4,,0,ok
Aves,Himantopus himantopus,f,382,0.01476,0.03241,4,,0,ok
Aves,Zapornia flavirostra,f,161,0.01502,0.03323,4,,0,ok
Aves,Guira guira,m,192,0.01314,0.02438,4,,0,ok
Aves,Aratinga solstitialis,f,385,0.01599,0.03247,4,,0,ok
Mammalia,Myoprocta pratti,m,231,0.01151,0.03287,4,,0,ok
Mammalia,Bos taurus,m,1145,0.04709,0.04107,5,8.425,1,high_makeham_h=0.00022/d
